# MIST version number  = 1.0
# MESA revision number =     7503
# photometric system   = HST/ACS/WFC (Vega)
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit
# 0.2577  5.81867E-03    -0.40     0.00     0.40
# --------------------------------------------------------------------------------------
#     initial_mass   N_pts   N_EEP   N_col   phase        type
# 1.5000000000E+00    1710      10      19     YES    low-mass
# EEPs:        1     202     353     454     605     631     707     808    1409    1710
# --------------------------------------------------------------------------------------
# CCM89 extinction: Av =  0.010
# --------------------------------------------------------------------------------------
#                              1                               2                               3                               4                               5                   6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19
#                       star_age                        log_Teff                           log_g                           log_L                          Z_surf       ACS_WFC_F435W       ACS_WFC_F475W       ACS_WFC_F502N       ACS_WFC_F550M       ACS_WFC_F555W       ACS_WFC_F606W       ACS_WFC_F625W       ACS_WFC_F658N       ACS_WFC_F660N       ACS_WFC_F775W       ACS_WFC_F814W      ACS_WFC_F850LP       ACS_WFC_F892N               phase
         2.4554665211749077E+007         3.9204840350870636E+000         4.4133899481565244E+000         8.3742693432159510E-001         5.6764287874102592E-003            2.823514            2.769988            2.723051            2.660713            2.689767            2.650394            2.610990            2.609669            2.595960            2.536609            2.535003            2.528193            2.551842            0.000000
         2.5678589246396005E+007         3.9205066201661203E+000         4.4133279357307629E+000         8.3757920779461936E-001         5.6760767474770546E-003            2.823091            2.769588            2.722670            2.660362            2.689404            2.650054            2.610670            2.609375            2.595661            2.536327            2.534724            2.527922            2.551567            0.000000
         2.7269021878159117E+007         3.9205380858814527E+000         4.4132026413471417E+000         8.3783024405581008E-001         5.6755328550934792E-003            2.822401            2.768929            2.722039            2.659774            2.688800            2.649481            2.610125            2.608866            2.595145            2.535837            2.534238            2.527446            2.551086            0.000000
         2.7289637245245773E+007         3.9205384345759828E+000         4.4132011101475683E+000         8.3783316851126277E-001         5.6755249388515949E-003            2.822392            2.768922            2.722031            2.659767            2.688793            2.649474            2.610118            2.608859            2.595139            2.535831            2.534232            2.527440            2.551080            0.000000
         2.8643460695838101E+007         3.9205599187806466E+000         4.4131176389653959E+000         8.3800248093291174E-001         5.6751081719994545E-003            2.821927            2.768478            2.721606            2.659372            2.688386            2.649088            2.609752            2.608517            2.594792            2.535501            2.533906            2.527121            2.550756            0.000000
         3.0559234465189822E+007         3.9205920993610146E+000         4.4129544252709678E+000         8.3829427103600407E-001         5.6744720786809921E-003            2.821130            2.767715            2.720872            2.658683            2.687679            2.648415            2.609108            2.607909            2.594177            2.534914            2.533322            2.526547            2.550175            0.000000
         3.0583972905693807E+007         3.9205924592884722E+000         4.4129524508091862E+000         8.3829768337861710E-001         5.6744641624391079E-003            2.821120            2.767706            2.720864            2.658675            2.687671            2.648407            2.609101            2.607902            2.594170            2.534907            2.533315            2.526541            2.550169            0.000000
         3.0608711346197799E+007         3.9205928192159303E+000         4.4129504763474046E+000         8.3830109572123024E-001         5.6744585745036602E-003            2.821111            2.767697            2.720855            2.658667            2.687663            2.648399            2.609093            2.607894            2.594162            2.534900            2.533308            2.526534            2.550162            0.000000
         3.2241482861334197E+007         3.9206153712574316E+000         4.4128408241906190E+000         8.3850084063593822E-001         5.6739798747003078E-003            2.820564            2.767174            2.720353            2.658196            2.687180            2.647939            2.608654            2.607480            2.593743            2.534500            2.532911            2.526144            2.549767            0.000000
         3.4552018762533844E+007         3.9206486831108505E+000         4.4126319670364724E+000         8.3884276896272425E-001         5.6732464581727982E-003            2.819635            2.766282            2.719491            2.657382            2.686347            2.647141            2.607888            2.606749            2.593006            2.533792            2.532207            2.525449            2.549064            0.000000
         3.4581704891138628E+007         3.9206490678818660E+000         4.4126294795541190E+000         8.3884679333101508E-001         5.6732357479631901E-003            2.819624            2.766271            2.719481            2.657373            2.686337            2.647131            2.607879            2.606741            2.592997            2.533785            2.532199            2.525442            2.549057            0.000000
         3.4611391019743413E+007         3.9206494526528815E+000         4.4126269920717656E+000         8.3885081769930581E-001         5.6732278317213058E-003            2.819613            2.766261            2.719471            2.657363            2.686328            2.647122            2.607870            2.606733            2.592989            2.533777            2.532192            2.525434            2.549049            0.000000
         3.6580536887217835E+007         3.9206740160928679E+000         4.4124859359027422E+000         8.3908998824539704E-001         5.6726895272731781E-003            2.818961            2.765636            2.718868            2.656796            2.685747            2.646567            2.607337            2.606227            2.592478            2.533288            2.531705            2.524955            2.548564            0.000000
         3.6612678028150298E+007         3.9206744163643963E+000         4.4124832194845789E+000         8.3909430337629698E-001         5.6726783514022827E-003            2.818950            2.765625            2.718858            2.656786            2.685736            2.646556            2.607327            2.606217            2.592468            2.533278            2.531695            2.524945            2.548554            0.000000
         3.9402732176556244E+007         3.9207090065728076E+000         4.4122209286332712E+000         8.3949474186265238E-001         5.6718587875366211E-003            2.817866            2.764580            2.717847            2.655826            2.684757            2.645613            2.606418            2.605344            2.591588            2.532431            2.530852            2.524111            2.547710            0.000000
         3.9438355530881986E+007         3.9207093994298643E+000         4.4122178197683208E+000         8.3949941951328255E-001         5.6718508712947369E-003            2.817853            2.764568            2.717835            2.655815            2.684746            2.645603            2.606408            2.605334            2.591578            2.532422            2.530843            2.524102            2.547701            0.000000
         4.1813114631024167E+007         3.9207361180159852E+000         4.4120383803630379E+000         8.3978556487437872E-001         5.6712371297180653E-003            2.817076            2.763822            2.717113            2.655133            2.684048            2.644933            2.605763            2.604718            2.590957            2.531825            2.530249            2.523516            2.547108            0.000000
         4.1851684000143126E+007         3.9207365198217761E+000         4.4120349841827107E+000         8.3979056542423991E-001         5.6712287478148937E-003            2.817063            2.763808            2.717101            2.655121            2.684036            2.644921            2.605752            2.604708            2.590946            2.531815            2.530239            2.523505            2.547098            0.000000
         4.5216463602517985E+007         3.9207719654990898E+000         4.4117098111310282E+000         8.4025726352601138E-001         5.6703095324337482E-003            2.815805            2.762593            2.715921            2.653996            2.682889            2.643813            2.604680            2.603672            2.589903            2.530808            2.529236            2.522510            2.546091            0.000000
         4.5259211627708882E+007         3.9207724087484026E+000         4.4117059890115673E+000         8.4026285546482871E-001         5.6702960282564163E-003            2.815790            2.762579            2.715907            2.653983            2.682876            2.643800            2.604666            2.603659            2.589890            2.530795            2.529223            2.522498            2.546078            0.000000
         4.5301959652899772E+007         3.9207728519977154E+000         4.4117021668921064E+000         8.4026844740364592E-001         5.6702876463532448E-003            2.815775            2.762564            2.715893            2.653969            2.682862            2.643787            2.604654            2.603646            2.589877            2.530783            2.529211            2.522486            2.546066            0.000000
         4.8169346661829710E+007         3.9208011777148926E+000         4.4114750078035971E+000         8.4060870560164958E-001         5.6696091778576374E-003            2.814855            2.761678            2.715034            2.653153            2.682029            2.642984            2.603878            2.602901            2.589126            2.530060            2.528490            2.521772            2.545345            0.000000
         4.8215629904772460E+007         3.9208016335660369E+000         4.4114708487044432E+000         8.4061468467307709E-001         5.6695956736803055E-003            2.814839            2.761662            2.715018            2.653138            2.682014            2.642969            2.603865            2.602887            2.589113            2.530047            2.528477            2.521760            2.545332            0.000000
         5.2278437364053860E+007         3.9208435285186534E+000         4.4110749049256626E+000         8.4117789636472995E-001         5.6685684248805046E-003            2.813321            2.760195            2.713594            2.651780            2.680630            2.641631            2.602568            2.601633            2.587851            2.528829            2.527263            2.520554            2.544112            0.000000
         5.2329734994282939E+007         3.9208440242924616E+000         4.4110702424677353E+000         8.4118453809448679E-001         5.6685605086386204E-003            2.813303            2.760178            2.713577            2.651764            2.680614            2.641615            2.602553            2.601618            2.587836            2.528814            2.527248            2.520540            2.544098            0.000000
         5.5787568450207792E+007         3.9208744040768435E+000         4.4107861750376589E+000         8.4158987830463272E-001         5.6677875109016895E-003            2.812212            2.759123            2.712553            2.650786            2.679618            2.640652            2.601620            2.600716            2.586928            2.527937            2.526374            2.519673            2.543221            0.000000
         5.5843108341739111E+007         3.9208749134578751E+000         4.4107810956802327E+000         8.4159699105588737E-001         5.6677768006920815E-003            2.812192            2.759104            2.712534            2.650769            2.679600            2.640635            2.601603            2.600700            2.586911            2.527922            2.526359            2.519657            2.543205            0.000000
         6.0742546351851106E+007         3.9209234067631371E+000         4.4103014573034676E+000         8.4227022538734830E-001         5.6666336022317410E-003            2.810380            2.757352            2.710831            2.649143            2.677944            2.639032            2.600049            2.599195            2.585397            2.526459            2.524899            2.518209            2.541740            0.000000
         6.0804103508125991E+007         3.9209239632030308E+000         4.4102957795126727E+000         8.4227812433531124E-001         5.6666228920221329E-003            2.810359            2.757332            2.710811            2.649123            2.677925            2.639013            2.600031            2.599177            2.585379            2.526441            2.524882            2.518191            2.541723            0.000000
         6.0865660664400883E+007         3.9209245196429241E+000         4.4102901017218787E+000         8.4228602328327418E-001         5.6666093878448009E-003            2.810338            2.757311            2.710791            2.649104            2.677905            2.638994            2.600012            2.599159            2.585361            2.526423            2.524864            2.518174            2.541705            0.000000
         6.5040514379324131E+007         3.9209574794059296E+000         4.4099358744737565E+000         8.4277179119359191E-001         5.6657446548342705E-003            2.809032            2.756048            2.709562            2.647928            2.676709            2.637834            2.598886            2.598065            2.584261            2.525360            2.523803            2.517119            2.540639            0.000000
         6.5107162249161705E+007         3.9209580569357945E+000         4.4099297022709445E+000         8.4278026854283195E-001         5.6657283566892147E-003            2.809009            2.756025            2.709540            2.647907            2.676687            2.637813            2.598866            2.598045            2.584241            2.525341            2.523784            2.517100            2.540619            0.000000
         7.1022591449757561E+007         3.9210137647945693E+000         4.4093470317406736E+000         8.4358531333664921E-001         5.6644342839717865E-003            2.806845            2.753931            2.707503            2.645959            2.674705            2.635892            2.597001            2.596236            2.582421            2.523581            2.522029            2.515357            2.538856            0.000000
         7.1096460037287414E+007         3.9210143858418824E+000         4.4093401050371730E+000         8.4359471868583180E-001         5.6644207797944546E-003            2.806820            2.753906            2.707479            2.645936            2.674681            2.635869            2.596979            2.596214            2.582399            2.523560            2.522008            2.515335            2.538835            0.000000
         7.1170328624817297E+007         3.9210150068891951E+000         4.4093331783336724E+000         8.4360412403501428E-001         5.6644049473106861E-003            2.806794            2.753882            2.707455            2.645913            2.674658            2.635847            2.596957            2.596193            2.582378            2.523539            2.521988            2.515315            2.538814            0.000000
         7.6210697364101291E+007         3.9210513091261996E+000         4.4088945872284730E+000         8.4418756244056004E-001         5.6634349748492241E-003            2.805230            2.752366            2.705977            2.644496            2.673218            2.634446            2.595595            2.594865            2.581043            2.522247            2.520698            2.514031            2.537516            0.000000
         7.6290674807906389E+007         3.9210519510536743E+000         4.4088870628945109E+000         8.4419764849265377E-001         5.6634191423654556E-003            2.805203            2.752339            2.705952            2.644472            2.673193            2.634422            2.595572            2.594843            2.581021            2.522225            2.520676            2.514009            2.537494            0.000000
         7.6370652251711458E+007         3.9210525929811477E+000         4.4088795385605506E+000         8.4420773454474740E-001         5.6634028442203999E-003            2.805176            2.752313            2.705926            2.644447            2.673168            2.634398            2.595548            2.594820            2.580998            2.522203            2.520654            2.513988            2.537472            0.000000
         8.3521156459811017E+007         3.9211143462339075E+000         4.4081725214646577E+000         8.4516120957258756E-001         5.6619257666170597E-003            2.802617            2.749834            2.703512            2.642134            2.670815            2.632115            2.593328            2.592660            2.578826            2.520101            2.518556            2.511901            2.535362            0.000000
         8.3609798764846846E+007         3.9211150177240275E+000         4.4081641682394128E+000         8.4517224207610253E-001         5.6619122624397278E-003            2.802588            2.749805            2.703484            2.642107            2.670788            2.632088            2.593302            2.592634            2.578800            2.520076            2.518531            2.511876            2.535337            0.000000
         8.9694894389638990E+007         3.9211549284585550E+000         4.4076227408029283E+000         8.4587287378491460E-001         5.6608081795275211E-003            2.800713            2.747985            2.701708            2.640399            2.669054            2.630400            2.591657            2.591026            2.577185            2.518509            2.516967            2.510318            2.533761            0.000000
         8.9790867322205082E+007         3.9211556256026388E+000         4.4076136601145608E+000         8.4588473582459167E-001         5.6607890874147415E-003            2.800681            2.747955            2.701678            2.640371            2.669025            2.630371            2.591630            2.590999            2.577158            2.518483            2.516940            2.510291            2.533734            0.000000
         8.9886840254771173E+007         3.9211563227467221E+000         4.4076045794261924E+000         8.4589659786426852E-001         5.6607704609632492E-003            2.800649            2.747924            2.701648            2.640342            2.668996            2.630343            2.591602            2.590971            2.577131            2.518456            2.516914            2.510265            2.533708            0.000000
         9.8519434471875191E+007         3.9212236167999013E+000         4.4067469131017853E+000         8.4702276674986909E-001         5.6591215543448925E-003            2.797633            2.744997            2.698794            2.637601            2.666212            2.627635            2.588964            2.588397            2.574544            2.515950            2.514411            2.507773            2.531188            0.000000
         9.8625805237918183E+007         3.9212243567461917E+000         4.4067367037367733E+000         8.4703592783867132E-001         5.6591024622321129E-003            2.797598            2.744963            2.698761            2.637569            2.666179            2.627603            2.588933            2.588367            2.574514            2.515920            2.514382            2.507744            2.531158            0.000000
         1.0597190375285031E+008         3.9212684865724796E+000         4.4060688651015534E+000         8.4787975317523256E-001         5.6578558869659901E-003            2.795345            2.742773            2.696620            2.635507            2.664087            2.625562            2.586941            2.586414            2.572553            2.514016            2.512480            2.505846            2.529240            0.000000
         1.0608707127192962E+008         3.9212692543582817E+000         4.4060577654673612E+000         8.4789391523256719E-001         5.6578367948532104E-003            2.795307            2.742736            2.696584            2.635473            2.664052            2.625528            2.586908            2.586381            2.572520            2.513984            2.512448            2.505815            2.529208            0.000000
         1.0620223879100896E+008         3.9212700221440846E+000         4.4060466658331707E+000         8.4790807728990170E-001         5.6578153744339943E-003            2.795269            2.742699            2.696548            2.635438            2.664016            2.625494            2.586875            2.586349            2.572488            2.513953            2.512417            2.505784            2.529176            0.000000
         1.1662373885239515E+008         3.9213450356787796E+000         4.4049941916526372E+000         8.4925978726395657E-001         5.6559648364782333E-003            2.791655            2.739189            2.693121            2.632141            2.660670            2.622233            2.583694            2.583236            2.569362            2.510920            2.509388            2.502764            2.526124            0.000000
         1.1675138377164677E+008         3.9213458599526407E+000         4.4049817279142829E+000         8.4927553836206804E-001         5.6559434160590172E-003            2.791613            2.739148            2.693081            2.632103            2.660630            2.622195            2.583658            2.583200            2.569326            2.510885            2.509353            2.502730            2.526089            0.000000
         1.1687902869089839E+008         3.9213466842265019E+000         4.4049692641759295E+000         8.4929128946017940E-001         5.6559219956398010E-003            2.791571            2.739108            2.693041            2.632064            2.660591            2.622157            2.583620            2.583163            2.569289            2.510849            2.509317            2.502694            2.526052            0.000000
         1.2575768353067841E+008         3.9213951789946666E+000         4.4041437191258597E+000         8.5031016534721038E-001         5.6545143015682697E-003            2.788856            2.736465            2.690455            2.629567            2.658060            2.619684            2.581201            2.580785            2.566904            2.508530            2.506999            2.500379            2.523712            0.000000
         1.2589588455357361E+008         3.9213960298892685E+000         4.4041301532294037E+000         8.5032712428522683E-001         5.6544900871813297E-003            2.788810            2.736420            2.690412            2.629526            2.658018            2.619642            2.581161            2.580746            2.566864            2.508492            2.506961            2.500341            2.523674            0.000000
         1.2603408557646881E+008         3.9213968807838717E+000         4.4041165873329478E+000         8.5034408322324317E-001         5.6544682011008263E-003            2.788764            2.736376            2.690369            2.629484            2.657976            2.619601            2.581122            2.580707            2.566825            2.508454            2.506923            2.500303            2.523636            0.000000
         1.3862972293137270E+008         3.9214857539380774E+000         4.4028202835232779E+000         8.5199488303860915E-001         5.6524006649851799E-003            2.784354            2.732090            2.686182            2.625454            2.653886            2.615614            2.577230            2.576895            2.562998            2.504739            2.503211            2.496603            2.519894            0.000000
         1.3878289683447462E+008         3.9214867250595109E+000         4.4028050002887191E+000         8.5201403898569661E-001         5.6523792445659637E-003            2.784302            2.732041            2.686134            2.625407            2.653838            2.615567            2.577185            2.576850            2.562953            2.504695            2.503168            2.496559            2.519850            0.000000
         1.4950061926407218E+008         3.9215389632925706E+000         4.4017829830272426E+000         8.5324422001747635E-001         5.6508001871407032E-003            2.781030            2.728852            2.683009            2.622384            2.650776            2.612570            2.574249            2.573955            2.560050            2.501869            2.500343            2.493735            2.516995            0.000000
         1.4966646049154639E+008         3.9215399539940079E+000         4.4017663227478563E+000         8.5326483035219791E-001         5.6507755070924759E-003            2.780976            2.728798            2.682957            2.622333            2.650725            2.612520            2.574200            2.573907            2.560002            2.501822            2.500296            2.493688            2.516948            0.000000
         1.4983230171902061E+008         3.9215409446954443E+000         4.4017496624684700E+000         8.5328544068691969E-001         5.6507512927055359E-003            2.780921            2.728745            2.682905            2.622283            2.650673            2.612470            2.574151            2.573859            2.559953            2.501776            2.500249            2.493641            2.516901            0.000000
         1.6503690382614574E+008         3.9216463692829309E+000         4.4001466711072919E+000         8.5530891617970362E-001         5.6484374217689037E-003            2.775518            2.723493            2.677772            2.617338            2.645657            2.607575            2.569372            2.569172            2.555249            2.497208            2.495686            2.489089            2.512297            0.000000
         1.6522071250986806E+008         3.9216474516287700E+000         4.4001278582651144E+000         8.5533204414380859E-001         5.6484104134142399E-003            2.775456            2.723433            2.677713            2.617281            2.645600            2.607520            2.569318            2.569118            2.555196            2.497156            2.495633            2.489037            2.512245            0.000000
         1.6540452119359034E+008         3.9216485339746083E+000         4.4001090454229361E+000         8.5535517210791367E-001         5.6483806110918522E-003            2.775394            2.723373            2.677654            2.617224            2.645542            2.607463            2.569262            2.569064            2.555141            2.497102            2.495580            2.488983            2.512191            0.000000
         1.7835699284458795E+008         3.9217025344963554E+000         4.3988363936097361E+000         8.5684286233687867E-001         5.6466357782483101E-003            2.771447            2.719519            2.673872            2.613555            2.641829            2.603820            2.565686            2.565526            2.551595            2.493646            2.492122            2.485523            2.508693            0.000000
         1.7855600231755704E+008         3.9217036196810655E+000         4.3988158400885391E+000         8.5686774113946029E-001         5.6466087698936462E-003            2.771381            2.719455            2.673809            2.613494            2.641767            2.603760            2.565627            2.565467            2.551537            2.493588            2.492065            2.485465            2.508635            0.000000
         1.7875501179052609E+008         3.9217047048657747E+000         4.3987952865673430E+000         8.5689261994204191E-001         5.6465794332325459E-003            2.771314            2.719390            2.673746            2.613432            2.641705            2.603699            2.565567            2.565408            2.551478            2.493532            2.492008            2.485408            2.508577            0.000000
         1.9712990000406244E+008         3.9218205207106180E+000         4.3967996411238488E+000         8.5935004449582464E-001         5.6439922191202641E-003            2.764766            2.713017            2.667508            2.607410            2.635601            2.597733            2.559732            2.559668            2.545719            2.487933            2.486412            2.479820            2.502927            0.000000
         1.9735047042452925E+008         3.9218216510465824E+000         4.3967763576707446E+000         8.5937783198210727E-001         5.6439600884914398E-003            2.764692            2.712945            2.667437            2.607342            2.635532            2.597665            2.559666            2.559602            2.545654            2.487869            2.486348            2.479756            2.502863            0.000000
         1.9757104084499601E+008         3.9218227813825459E+000         4.3967530742176404E+000         8.5940561946838989E-001         5.6439330801367760E-003            2.764619            2.712873            2.667367            2.607274            2.635463            2.597597            2.559599            2.559537            2.545588            2.487805            2.486285            2.479692            2.502798            0.000000
         2.1322345250876975E+008         3.9218728112060304E+000         4.3951523313439029E+000         8.6120530220746827E-001         5.6419852189719677E-003            2.759860            2.708215            2.662786            2.602812            2.630955            2.593161            2.555232            2.555196            2.541242            2.483560            2.482034            2.475430            2.498491            0.000000
         2.1346226387633267E+008         3.9218738953216219E+000         4.3951267540926189E+000         8.6123519714043750E-001         5.6419526226818562E-003            2.759780            2.708138            2.662710            2.602738            2.630880            2.593087            2.555160            2.555124            2.541170            2.483489            2.481964            2.475360            2.498420            0.000000
         2.3552424673808676E+008         3.9219958948915132E+000         4.3926296087889947E+000         8.6421853374612689E-001         5.6390934623777866E-003            2.751850            2.700407            2.655131            2.595400            2.623450            2.585809            2.548027            2.548082            2.534111            2.476616            2.475090            2.468486            2.491471            0.000000
         2.3578767050415790E+008         3.9219970149239343E+000         4.3926005423934109E+000         8.6425205931187421E-001         5.6390613317489624E-003            2.751761            2.700320            2.655046            2.595318            2.623367            2.585727            2.547946            2.548002            2.534031            2.476538            2.475012            2.468408            2.491392            0.000000
         2.3605109427022904E+008         3.9219981349563553E+000         4.3925714759978263E+000         8.6428558487762142E-001         5.6390264071524143E-003            2.751673            2.700233            2.654961            2.595235            2.623283            2.585644            2.547864            2.547921            2.533950            2.476459            2.474933            2.468328            2.491312            0.000000
         2.5391253591468492E+008         3.9220264423214655E+000         4.3906638237283708E+000         8.6630510011579154E-001         5.6369723752140999E-003            2.746361            2.695015            2.649810            2.590186            2.618193            2.580611            2.542888            2.542939            2.528969            2.471576            2.470040            2.463409            2.486342            0.000000
         2.5418712342876971E+008         3.9220273650733395E+000         4.3906330542227616E+000         8.6633953867756408E-001         5.6369374506175518E-003            2.746270            2.694926            2.649723            2.590100            2.618107            2.580527            2.542804            2.542856            2.528886            2.471495            2.469959            2.463328            2.486260            0.000000
